Symbol	Length
Dnajc16	6510
Casp9	5197
Cela2a	1723
Ctrc	1428
Ctrcos	322
Efhd2	2381
Gm29367	1327
Fhad1os2	945
Fhad1	6141
Gm13059	398
Fhad1os1	997
4930455G09Rik	630
Tmem51	1875
Gm13053	459
Tmem51os1	3562
Kazn	10721
Gm13062	562
Gm13052	769
Gm37624	219
Prdm2	7420
mmu-mir-7021	63
Gm13038	459
Gm13039	794
Gm22039	132
Gm13050	1345
Pdpn	1817
Gm26313	308
Lrrc38	2324
Anp32b-ps1	758
Pramel1	2794
Gm13045	712
Pramef8	4176
Oog4	1981
Gm13042	1955
Gm13046	501
Gm13041	1524
Gm13043	2055
Gm13040	2104
BC080695	2141
Gm13057	2093
Gm13058	1435
Gm13080	420
Gm13083	2464
Gm13088	1819
Gm13085	171
Gm13082	561
Gm13089	1807
Gm13078	2106
Gm13087	256
Gm13081	5599
Gm13023	1810
Gm13084	2124
Gm13103	1982
Pramef6	2087
Gm13100	1439
Gm13106	1443
Pramef25	1684
Gm13101	1678
Pramef17	1753
Gm13108	1455
Gm13104	1446
Pramel4	2490
Gm13102	2338
Oog3	1865
Oog2	2481
C87977	2981
Gm13123	492
Pramel5	2299
Gm13120	1446
Gm13130	1166
Gm13128	1745
Gm13122	453
Gm13119	2094
Gm13125	1434
Pramef12	2573
Pramef12os	767
1700012P22Rik	974
Gm9944	309
Aadacl3	3153
Gm13118	549
9430007A20Rik	1406
Gm13121	632
Gm13126	3063
Gm13124	1221
Gm13127	1389
Gm13177	1224
Gm436	1224
Gm13178	1227
Gm25938	166
Gm438	1432
Prdx2-rs3	594
Dhrs3	2927
Gm38074	145
Vps13d	24771
Tnfrsf1b	3818
Tnfrsf8	3459
Gm13024	718
Gm13224	94
Platr16	665
Gm13230	1575
Gm13223	747
Smarca5-ps	3217
Gm13229	340
Gm13225	3498
Gm21978	377
Gm13228	634
Gm13226	404
Gm13222	138
Gm13212	3595
Gm26763	1093
Gm13234	747
Gm13231	2850
Gm13249	345
Gm13242	4006
Gm13239	637
Gm13232	632
Gm13244	1446
Gm13236	940
Gm13243	565
Vmn2r-ps15	377
Znf41-ps	2413
Gm13238	780
Gm13246	315
Gm13235	1427
Gm13036	748
Gm13034	3177
Gm13035	342
Gm13051	3039
Gm26573	3020
Zfp600	4937
Gm13165	468
Gm13170	643
Gm13167	578
Gm13169	1459
Gm13166	1412
Gm13168	632
Vmn2r-ps17	375
Gm13251	4550
Gm13241	780
Gm13245	260
Gm13247	3164
Gm26880	1318
1700095A21Rik	1069
Gm13237	635
Gm13233	1443
Gm13240	565
Vmn2r-ps16	377
Gm13248	1275
Gm21411	750
Gm20760	648
Gm13140	3151
Gm13149	339
Gm13150	2395
C230088H06Rik	3492
Rex2	4349
Gm13153	637
4933438K21Rik	1693
Gm13160	627
Gm13142	1453
Gm13162	454
Vmn2r-ps18	380
Gm13139	2917
Gm26624	3769
Gm13146	780
Gm13163	336
Gm13147	1418
Gm13158	736
Gm13135	3121
Gm13144	345
Gm13151	2800
Gm13145	1287
Gm8178	646
Gm13161	559
Vmn2r-ps19	269
Gm13152	1488
Gm15951	400
Vmn2r-ps20	382
Gm13141	456
Gm16503	3283
Gm13154	2871
2610305D13Rik	4111
Gm13155	646
Gm16211	1620
Zfp534	2885
Gm13137	345
Gm13136	2950
Gm13148	745
Gm13157	2912
Gm20707	2516
Rps19-ps3	426
Zfp933	4270
Miip	3354
Fv1	1380
Mfn2	5194
Gm13156	321
Plod1	6765
2510039O18Rik	2731
Nppb	781
Nppa	865
Gm13054	820
Clcn6	5933
Gm13207	773
Mthfr	7315
Gm13202	462
Gm13201	815
Agtrap	4236
Draxin	5200
Mad2l2	2622
Fbxo6	2207
Mir7022	61
Fbxo44	3024
Fbxo2	1288
Ptchd2	5450
Gm13206	1090
Gm13200	258
Ubiad1	2992
Gm23303	152
Mtor	10109
Angptl7	2157
Gm24002	104
Gm23318	108
Exosc10	3594
Gm13204	821
Gm13209	494
Srm	1599
Masp2	3307
Tardbp	7796
Gm572	1385
Gm13203	520
Casz1	12224
Gm15969	236
Gm13205	562
Gm17029	5876
Pex14	6272
Gm9506	320
Dffa	3540
Cort	677
Apitd1	1909
Rpsa-ps12	892
Pgd	6447
Kif1b	17608
Ube4b	7078
Ube4bos3	756
Ube4bos2	317
Ube4bos1	2903
Rbp7	718
Trmt112-ps2	378
Nmnat1	3037
Gm13097	738
Lzic	1866
Gm13071	376
Gm24381	104
Ctnnbip1	2792
Mir5616	60
Gm13066	884
Clstn1	4662
Pik3cd	6259
Mir7023	64
Tmem201	8944
Slc25a33	1887
Gm13068	876
Gm16188	420
Gm13073	486
Gm13065	141
Gm13064	557
n-R5s193	109
AL626808.1	60
Spsb1	4396
Gm13070	768
H6pd	5236
Gm13067	404
Mir34a	102
Gm37795	2459
Gpr157	4900
Gm13093	2485
Slc2a5	3402
Slc2a7	1867
Car6	1816
Gm13094	409
Eno1	5379
Rere	8525
Gm13092	260
Gm23209	110
Gm13091	469
Slc45a1	4395
Gm16079	578
Gm13049	757
1700045H11Rik	593
Rps15a-ps3	395
Errfi1	3582
Park7	2479
Tnfrsf9	2722
Camta1	14570
Gm23405	160
Uts2	538
Per3	9608
Vamp3	2889
Gm13090	746
4930589P08Rik	1084
Gm37141	422
Dnajc11	10678
Thap3	1334
Phf13	3205
Klhl21	3986
Zbtb48	3199
Tas1r1	4776
Nol9	4956
Plekhg5	4945
Tnfrsf25	2277
Espn	5979
Gm13077	484
Hes2	2638
Acot7	2124
Gm27500	336
Gm13096	251
Gpr153	3909
Hes3	1829
Icmt	5287
Rnf207	6331
Rpl22	2911
Chd5	9583
Gm13645	699
Kcnab2	5578
Gm16333	318
Gm16334	694
Nphp4	6044
Gm13172	256
Gm833	884
Gm25779	95
Gm13173	441
Gm13174	220
Ajap1	3048
Gm25880	132
Gm13115	620
BC039966	1371
A430005L14Rik	1552
Dffb	2351
Cep104	5279
Lrrc47	3510
Smim1	5761
Ccdc27	2089
Gm13117	691
Gm13114	106
Trp73	5534
Trp73os	2192
Gm26036	144
Wrap73	4335
Tprgl	2242
Megf6	7877
Gm13132	472
Arhgef16	5481
Prdm16	9321
B230104I21Rik	876
Gm13133	736
Gm13134	1032
Gm13111	3542
Gm27202	512
Gm13110	3414
Actrt2	1435
Gm13113	639
Ttc34	3412
Gm13112	1297
Mmel1	3475
Fam213b	1027
Tnfrsf14	1158
Gm20421	672
Hes5	1363
Pank4	3487
Plch2	8112
Gm10564	3113
Pex10	3298
Rer1	1814
Morn1	4320
Ski	5562
2610002J02Rik	1743
Prkcz	6318
Gm27200	657
Gabrd	2875
5830444B04Rik	5410
Cfap74	9951
Tmem52	1157
Gnb1	4268
Gm13171	391
Nadk	3747
Slc35e2	6574
Gm16023	2770
Gm10563	237
Gm16024	171
Cdk11b	3752
Mmp23	2340
Mib2	4724
AL670236.1	2138
B930041F14Rik	2140
Ssu72	2689
Gm22573	102
1500002C15Rik	2183
Tmem240	5514
Atad3a	3765
Atad3aos	1549
Vwa1	3623
Gm26840	2980
Tmem88b	3471
Gm27743	126
Ankrd65	1322
Mrpl20	1664
Ccnl2	5278
Aurkaip1	1766
Mxra8os	687
Mxra8	2918
Dvl1	4996
Tas1r3	3523
Cptp	2709
Cpsf3l	3067
Pusl1	2329
Acap3	5367
Gm22991	121
Ube2j2	4409
Fam132a	1366
B3galt6	3184
Sdf4	6115
Tnfrsf4	1365
Gm37090	4105
Gm16008	1324
Gm25982	101
Tnfrsf18	1524
Ttll10	3985
Gm13648	1536
Mir429	83
Mir200a	90
Mir200b	70
9430015G10Rik	3695
Agrn	9285
Isg15	756
AW011738	1848
Perm1	3901
Plekhn1	2210
Klhl17	3014
Mir7658	57
Noc2l	2867
Samd11	2603
Vmn2r-ps159	3071
Gm20782	1110
Vmn1r-ps5	937
Gm3027	451
RP24-481N17.5	984
RP24-481N17.7	1491
RP24-481N17.8	412
Gm6486	434
Gm3053	616
RP23-128P4.1	274
Gm8715	531
RP23-135F23.1	1079
Gm15772	438
RP23-135F23.2	1044
Cdk6	13989
RP23-454P8.1	1232
RP23-454P8.3	1448
Fam133b	7398
RP23-434H17.4	752
n-R5s169	120
1700109H08Rik	3062
Rbm48	3071
RP23-434H17.3	1263
Pex1	10356
RP23-434H17.5	734
RP23-434H17.6	1946
Gatad1	4168
Tmbim7	2345
Gm26238	117
Ankib1	8541
Gm22926	68
RP23-425I8.2	3677
Krit1	21853
Lrrd1	2951
Rps4x-ps	793
Mterf1a	3144
Akap9	21350
Wdr46-ps	1712
RP23-369O21.1	1887
Cyp51	4415
Mterf1b	1368
Fzd1	4197
Gm15750	616
RP23-114F4.1	2147
AC026231.1	97
Cdk14	18877
RP23-114F4.2	3122
RP23-114F4.3	1754
Gm25037	110
RP23-114F4.4	1919
SCARNA15	127
SCARNA4	128
RP23-282L6.2	2663
RP23-282L6.1	3344
RP23-407F12.1	4759
RP23-396K2.1	2647
RP23-396K2.2	2622
1700015F17Rik	1118
Cldn12	4228
Gtpbp10	6830
RP23-119M19.2	430
Gm8773	2011
Cfap69	7905
Steap2	12144
RP23-261D18.1	1937
Steap1	1377
Gm26825	2026
Gm15459	1941
RP23-261D18.2	1746
Gm23838	162
RP24-323L24.1	2681
RP24-323L24.2	355
Gm24686	93
RP24-338C23.1	580
RP24-338C23.2	2389
RP23-189N11.1	289
RP23-74J16.1	566
Zfp804b	4430
Gm24525	151
Tubb4b-ps1	1336
RP24-72E12.3	2437
RP24-72E12.2	1544
RP24-72E12.4	586
4921511H03Rik	3623
Gm4960	1001
RP23-465J5.1	689
Gm8802	740
Gm22196	109
RP23-212F6.1	292
Steap4	3155
Gm15731	2195
Sri	4852
Gm15730	415
Adam22	14348
Gm21759	1828
Gm24196	110
Gm23993	144
RP23-201E13.1	2064
Dbf4	8728
Slc25a40	8386
Rundc3b	3824
RP24-159A20.4	2390
Abcb1a	5480
RP24-223N5.1	3615
RP23-162P5.1	4108
Gm5106	1334
Abcb1b	7990
RP23-338P12.2	301
Abcb4	9383
RP23-338P12.3	988
Crot	5456
Gm15610	195
Gm37153	231
Gm27941	142
Gm15611	406
Tmem243	6841
Dmtf1	11041
Gm24666	167
Gm7332	454
Gm15734	1040
9330182L06Rik	7918
Gm15733	242
Mir879	76
Grm3	3049
RP24-118C7.3	2736
Gm23312	102
RP23-193N17.1	606
RP23-193C5.2	745
Gm6586	643
RP23-193C5.3	1465
Gm10482	2428
Gm28685	1101
Gm5152	858
RP23-412L2.1	903
Gm17091	357
RP24-383C4.1	1044
RP23-281K10.3	469
RP23-281K10.1	256
RP23-281K10.2	2124
Gm6455	1244
RP24-113C21.2	1129
RP23-307D8.3	970
Gm8871	1207
Gm8857	1102
RP24-79B1.2	832
RP23-307D8.4	786
RP24-79B1.3	286
RP23-307D8.5	786
Gm8879	1125
RP23-92D22.3	1107
RP23-307D8.7	970
Gm5861	1096
RP23-307D8.9	790
Gm8890	730
RP24-79B1.4	832
RP23-307D8.8	709
Speer1	1123
RP24-390F5.2	1106
RP23-307D8.10	681
Gm8897	1099
RP23-299O17.3	687
RP23-299O17.4	3848
RP23-307D8.11	968
Gm8906	1099
RP23-299O17.5	1132
RP23-307D8.12	786
Gm6460	1168
RP23-395E24.4	924
RP23-307D8.6	786
Gm8922	1167
1700003C15Rik	1871
RP23-395E24.3	1132
Gm8926	1098
RP23-408K8.3	1132
RP23-307D8.13	792
Gm6465	1098
RP24-341O14.4	948
RP23-307D8.14	969
4933402N22Rik	1125
RP24-341O14.3	1119
Gm29066	452
Gm38242	430
RP24-235L14.3	2921
RP23-364E18.2	904
Sema3d	8595
RP23-237H9.3	763
RP23-237H9.2	3619
RP24-346C14.1	753
Gm23243	110
Gm10481	1002
RP23-30B3.2	1315
Gm10108	319
Sema3a	13868
RP23-30B3.4	2500
RP23-10F17.2	3907
RP23-10F17.3	2686
RP23-10F17.4	4035
RP23-192D21.1	2199
RP23-192D21.2	1857
RP24-405C17.3	1061
RP24-405C17.4	1105
Gm6647	641
Speer3	1192
Gm6650	614
RP24-405C17.5	1303
RP24-405C17.6	511
RP24-405C17.7	964
Gm24054	105
Sema3e	9285
RP24-194J1.1	1872
Gm4128	461
RP24-481P22.1	2878
Pclo	22457
Gm26918	728
RP23-342M4.2	3284
RP23-342M4.3	2903
RP23-342M4.4	2644
RP23-342M4.5	4558
RP23-342M4.6	2893
RP23-342M4.7	1505
Gm26954	1258
RP23-451C1.2	2271
RP23-451C1.1	1659
Gm9758	1284
Speer4e	1603
RP23-239L21.4	3859
Gm10354	1215
Gm17019	1162
RP24-152F23.2	1887
Gm8579	1212
Gm21847	1804
RP24-152F23.3	1167
RP23-465P18.1	512
Gm21655	1141
Speer4d	1318
4930572O03Rik	1169
Speer4cos	1083
Speer4c	1194
RP23-77E18.1	617
RP23-77E18.2	1181
RP23-77E18.3	1098
RP23-77E18.5	409
RP23-77E18.6	244
Gm3510	1455
Cacna2d1	12416
RP23-123P10.5	3343
RP24-220P21.4	2652
RP24-372A2.2	784
Gm8984	1019
Hgf	7186
RP24-295A5.2	993
RP24-295A5.3	1491
Gm8991	1075
Gm28710	489
RP24-363D4.1	253
Gm6673	700
Gm3495	1278
Gm21999	387
Speer4f	1256
RP23-76L18.2	1063
Sema3c	7140
Cd36	3590
Gnat3	1361
Gnai1	3135
RP24-302O2.1	460
RP24-459D3.1	856
RP24-332E15.1	598
Gm23822	128
RP23-350E1.2	3123
4921504A21Rik	2156
RP23-350E1.3	241
Magi2	11298
RP24-388K6.6	1669
Gm25335	103
Gm23570	104
Gm25761	128
RP24-531D1.4	340
Gm22755	100
RP23-281M20.1	305
Gm29254	883
RP23-343F16.2	499
Phtf2	6929
Rpl31-ps5	375
Tmem60	3176
Rsbn1l	12676
A630072M18Rik	5410
Ptpn12	3509
RP23-234P16.4	1333
Gm22490	119
Rpl31-ps21	374
RP23-234P16.2	1396
RP23-234P16.3	947
Gsap	10425
RP23-250D22.2	252
RP23-250D22.3	352
Ccdc146	4371
Fgl2	3788
Fam185a	3894
Fbxl13	5439
Lrrc17	3608
RP23-6C10.3	808
RP23-6C10.4	501
Armc10	3407
Napepld	3956
Gm15719	635
Pmpcb	5141
Gm15715	283
Dnajc2	5029
Psmc2	5031
Slc26a5	3072
Reln	23738
Gm16111	285
Gm10475	1796
Dnaja1-ps	642
RP23-205D3.1	1893
Gm16113	372
Gm16112	382
Gm16110	892
Gm25459	114
RP23-143M9.2	3833
n-R5s170	113
RP24-86E4.1	226
Orc5	6166
Gm15421	489
Gm22887	107
6030443J06Rik	7595
RP23-258C13.1	296
Rpl17-ps5	555
Gm24512	65
RP24-324L19.2	1159
RP24-324L19.3	1591
RP24-324L19.4	6639
AC164538.1	93
Lhfpl3	3213
Gm21846	3073
RP23-211E12.6	4734
Gm6564	619
RP23-240A11.2	578
Gm28022	46
RP23-443N7.4	684
RP23-443N7.5	124
5031425E22Rik	5142
RP23-443N7.6	690
RP23-443N7.10	625
RP23-443N7.7	781
Kmt2e	10444
Gm25219	330
Srpk2	13901
Gm24009	93
RP23-110C17.1	808
RP23-110C17.2	4479
Mir3096	71
Pus7	8289
Rint1	7404
RP23-354E8.1	884
4933427G23Rik	2515
Gm22054	155
Tomm7	1125
2700038G22Rik	1594
Snord93	71
Fam126a	10117
RP23-170E15.2	526
RP23-451E8.3	485
Klhl7	3959
RP23-451E8.2	349
RP23-451E8.7	2595
Nupl2	3768
Gm5575	398
RP23-451E8.8	639
RP23-451E8.9	1390
Gm9836	216
Kcnh2	4845
Gm15589	271
Nos3	4132
Gm15587	3759
Atg9b	3946
Abcb8	4739
Asic3	2423
Cdk5	2168
Slc4a2	8322
Fastk	4372
Gm22333	101
Tmub1	1879
RP24-239E2.2	582
Gm10472	2102
Agap3	5272
Gbx1	3475
Asb10	2806
4931409K22Rik	3374
Abcf2	2569
Gm10221	309
Chpf2	5588
Smarcd3	5120
Mir671	98
1700022A21Rik	1448
Nub1	4319
Gm26648	5831
Wdr86	5034
Crygn	802
Rheb	7721
Gm25363	245
Prkag2	6480
Prkag2os2	1432
Prkag2os1	991
1500035N22Rik	865
2900005J15Rik	2928
RP24-84G9.2	566
Gm26051	93
Galntl5	1627
Gm26356	283
Galnt11	6853
E130116L18Rik	306
Kmt2c	20291
RP23-171F16.5	4020
Hspe1-ps3	277
Gm20432	250
Gm18343	604
4831440E17Rik	1028
Gm22656	171
Cct8l1	1961
1700096K18Rik	1454
RP23-405O11.3	274
Gm10062	1477
RP24-121I11.1	1467
RP24-121I11.4	2023
Xrcc2	5216
RP24-121I11.5	361
Actr3b	2425
RP23-56M18.4	2975
RP23-56M18.5	2864
Gm21671	2421
RP23-56M18.8	1096
RP23-56M18.6	2975
Gm21698	2996
Gm1979	2026
Gm5067	1009
Gm5862	1972
Speer4a	2980
Gm7347	2995
RP24-162F23.9	938
Gm10471	2967
5031410I06Rik	2995
Gm10220	2980
Gm7361	2995
RP24-362M8.2	1813
4930584F24Rik	1725
RP24-165O21.1	112
Dpp6	12347
RP23-474A22.1	406
Gm16056	135
Gm16057	759
RP23-478E6.1	2914
RP23-478E6.3	2596
Speer4b	2651
Gm16058	427
Paxip1	10271
RP23-397C5.2	481
RP23-397C5.1	982
Htr5a	5376
RP23-397C5.5	421
RP23-397C5.4	690
RP23-256A5.2	1309
Gm26608	2886
RP23-256A5.4	4352
Insig1	3093
En2	3539
RP23-358F24.3	365
Cnpy1	5850
Rbm33	12502
Shh	2847
9530036O11Rik	3665
Gm26894	1134
RP23-94F17.1	999
RP23-94F17.2	1688
Rnf32	6761
Gm7420	842
Lmbr1	5850
RP23-396H16.2	4296
Gm23801	67
4632411P08Rik	3237
Nom1	9232
Mnx1	2250
Gm24538	107
Gm6083	357
Ube3c	9544
RP24-224N3.5	292
Gm26346	329
RP24-224N3.4	379
Gm5129	300
Dnajb6	6062
RP24-224N3.8	515
RP24-224N3.9	688
RP24-176O2.1	1220
RP24-176O2.2	2644
RP24-176O2.4	4001
RP24-418J2.4	466
Il6	2428
Tyms	6089
RP24-418J2.5	2249
3110082J24Rik	767
Gareml	3865
Hadha	8730
Hadhb	6595
Mir1960	78
Adgrf3	3285
Ept1	13135
Gm16288	367
Drc1	2683
WI1-2080J1.2	408
Otof	7904
1700001C02Rik	1038
Cib4	769
Gm25666	107
RP23-446J15.1	3211
Gm9899	6195
Kcnk3	3976
Slc35f6	8495
Mir5625	80
Cenpa	5860
Dpysl5	7376
RP23-342N8.1	741
Mapre3	3459
RP23-342N8.2	2858
Gm15461	235
Tmem214	7580
RP23-113M20.5	2065
Agbl5	7053
RP23-113M20.4	2281
Ost4	1272
Emilin1	4937
Khk	1797
Cgref1	2082
Abhd1	1758
Preb	7209
Tcf23	4116
Slc5a6	3991
Atraid	2082
Cad	8183
Slc30a3	2834
Gm9924	2311
Dnajc5g	1635
Trim54	1436
Gm15469	961
Ucn	504
Mpv17	3214
Gm29609	3550
Gtf3c2	6564
Eif2b4	2599
Snx17	3091
Zfp513	2476
Ppm1g	4861
RP24-86I23.4	3972
Gm9970	558
Nrbp1	3559
Krtcap3	1338
Ift172	6617
Fndc4	3039
Gckr	4335
RP23-383E21.3	448
RP23-383E21.5	628
RP23-383E21.4	1113
Zfp512	6886
RP23-383E21.1	1388
4930548H24Rik	2737
4930566F21Rik	1626
Gpn1	7846
Supt7l	6994
Slc4a1ap	5380
RP24-80F7.3	6548
RP24-80F7.5	1539
RP24-80F7.6	631
Mrpl33	7326
RP24-80F7.7	408
Rbks	1489
Mir3473e	110
Bre	4781
RP24-80F7.8	232
Gm24436	302
RP23-181I1.4	695
Gm17130	2683
Gm10463	2889
Fosl2	9680
Gm26335	107
RP23-415E17.3	583
Plb1	11660
Gm15615	198
RP23-262J12.5	250
RP23-262J12.4	909
Gm5864	970
Ppp1cb	10913
RP23-262J12.3	2466
RP23-262J12.2	2235
Gm15613	326
Gm15614	1537
RP23-149A1.7	382
RP23-149A1.5	637
RP23-149A1.6	4786
Yes1	7508
RP23-149A1.2	1119
RP23-353M5.2	917
Gm2420	2310
Pisd	5750
Gm20671	1731
RP23-353M5.1	196
Prr14l	10402
RP23-118L1.4	1062
RP23-118L1.5	286
Depdc5	11774
Gm24003	100
RP23-69J7.1	1249
Ywhah	3709
RP23-69J7.4	215
Rpl35a-ps5	333
Slc5a1	4104
Gm15936	460
5033423K11Rik	1474
Spon2	2947
Ctbp1	4476
RP24-406N3.3	578
Gm20465	1932
Maea	2629
Uvssa	8666
Nkx1-1	1209
RP24-94L5.3	327
Fam53a	9114
Gm9903	1747
Slbp	6076
RP23-391P21.2	1155
Tmem129	3179
Tacc3	3552
RP23-391P21.5	250
RP23-391P21.4	3627
Fgfr3	7158
Letm1	9650
Gm10059	171
RP23-391P21.3	312
Whsc1	16803
Nelfa	3947
Mir7024	62
RP24-294K15.5	1584
RP24-294K15.4	1411
Gm1673	669
RP24-294K15.7	2553
Nat8l	6670
Poln	5423
RP23-60E7.2	457
RP23-60E7.3	331
RP23-60E7.1	1075
Haus3	3871
Gm25918	103
Mxd4	8483
RP24-230P10.6	514
Zfyve28	5756
Gm15513	1569
RP23-201D22.6	2022
RP23-201D22.4	459
RP23-201D22.5	462
Rnf4	7287
Fam193a	7418
RP23-429E19.4	3532
Gm26931	609
RP23-429E19.5	2409
Tnip2	2685
Sh3bp2	4296
Gm22847	105
Add1	8561
Mir7036b	63
RP24-229D18.2	469
Mfsd10	2894
Nop14	2730
Gm15522	785
Grk4	4829
RP23-44L13.1	1023
Mir467g	120
Htt	24438
Msantd1	2889
Rgs12	8272
Mir3097	67
RP23-352G19.2	468
Hgfac	3410
Dok7	4275
Lrpap1	4116
Adra2c	3445
RP24-276N7.5	2533
E130018O15Rik	3776
Hmx1	1588
4930442P19Rik	1240
RP24-276N7.7	455
Cpz	2245
RP23-26P10.1	2705
Plk-ps1	1787
RP23-26P10.2	646
Trmt44	4044
4931431C16Rik	2735
Acox3	11521
Htra3	4439
Sh3tc1	5735
Gm15650	770
Ablim2	7047
Afap1	12650
H2af-ps	295
Sorcs2	8802
Psapl1	2548
Mir7689	59
2210406O10Rik	2472
Grpel1	3528
Tada2b	3791
Ccdc96	3585
Tbc1d14	9802
RP23-463H10.2	652
D5Ertd579e	18420
RP23-463H10.1	2555
Gm24878	104
Gm25767	124
Bloc1s4	1273
RP23-382O15.2	391
Mrfap1	1648
Man2b2	3528
Ppp2r2c	4450
Ppp2r2cos	1491
RP23-16N23.2	150
Wfs1	3787
Jakmip1	6688
Gm26647	1255
Gm25551	103
RP23-106D12.1	2878
Gm1043	1955
Crmp1	7046
Evc	7701
RP23-339H11.3	151
Evc2	5837
Gm15732	480
Stk32b	3458
Cytl1	1056
RP24-199D21.1	683
Msx1	3097
RP24-292O13.1	1850
RP23-453O15.1	2268
RP23-453O15.4	295
Stx18	4593
RP24-535K22.2	1704
Nsg1	3215
Zbtb49	8305
Lyar	2401
Tmem128	3629
Otop1	3442
Gm26560	2619
Drd5	3152
RP23-426E16.4	295
Slc2a9	5083
Gm15796	204
Wdr1	8899
Gm22249	136
4930421P07Rik	399
Zfp518b	6882
Gm22779	107
Clnk	1719
Clnkos	439
RP24-258B22.1	339
RP24-263A3.3	485
RP24-263A3.2	553
RP24-263A3.1	457
Gm25505	246
RP23-477D20.1	899
RP23-477D20.4	1574
RP23-477D20.3	2214
RP23-477D20.2	1456
Gm25377	129
RP23-2C16.2	3418
Hs3st1	2230
Gm7816	1194
RP23-318O24.1	2475
Gm2810	990
Gm23022	180
RP23-477O15.2	1665
RP23-477O15.1	809
RP24-377B20.1	469
Rab28	4529
Nkx3-2	1718
Bod1l	11995
RP24-188B2.2	892
Mir6414	82
RP24-188B2.1	1276
Gm16223	2530
RP23-146B9.1	434
RP24-167K2.2	1206
RP24-560A18.4	316
RP24-560A18.1	2302
RP24-560A18.3	1629
RP24-560A18.2	4497
Gm7854	1433
Cpeb2	7816
RP24-230L5.2	1573
RP24-230L5.3	1212
RP24-230L5.4	372
RP24-230L5.5	818
RP23-15G1.1	337
C1qtnf7	4162
RP23-15G1.2	4268
Gm15866	1373
RP23-15G1.3	2106
Cc2d2a	6809
Fbxl5	9740
RP23-336O18.1	1363
RP23-336O18.2	2528
RP23-336O18.3	2072
RP23-336O18.4	1039
Bst1	3317
Cd38	3890
Gm16014	544
Gm16015	390
Gm7879	774
Gm7882	1762
Gm5292	580
RP23-58C20.3	547
RP23-58C20.4	542
Fgfbp1	2263
Prom1	7175
RP24-230J14.2	2313
Gm16401	2074
RP24-230J14.1	1691
RP24-230J14.3	558
RP24-230J14.4	302
RP24-230J14.5	5292
Tapt1	4443
RP24-230J14.8	3459
RP24-230J14.7	687
RP24-230J14.9	815
RP24-230J14.10	987
RP24-137F10.3	762
RP24-137F10.4	343
RP24-137F10.1	637
RP24-137F10.2	923
Ldb2	3336
RP24-188E19.2	3252
RP24-188E19.3	903
RP24-188E19.4	753
RP24-188E19.5	139
RP24-247A21.1	3783
RP24-496C22.1	2086
RP24-496C22.2	2038
RP24-496C22.3	3408
RP24-496C22.4	1217
RP24-496C22.5	2217
RP24-496C22.6	2594
RP23-133N3.1	353
4930431F12Rik	2263
Gm10205	234
4930435H24Rik	4775
RP23-194K16.1	669
RP23-33C9.1	3656
Qdpr	1788
AC092711.4	338
Clrn2	944
Lap3	3098
Med28	5011
Fam184b	8598
RP23-7D3.3	2040
RP23-118K12.1	1502
9630001P10Rik	4765
RP23-7E4.8	625
RP23-7E4.7	2655
RP23-7E4.9	1007
Ncapg	7066
Lcorl	18855
Gm36401	2028
RP23-7E4.3	3416
Gm29036	877
RP23-7E4.4	2161
AC158786.1	1123
RP23-228M24.1	585
Gm7931	271
RP24-400K16.1	1213
RP23-277H1.1	1854
RP23-287A8.1	945
RP23-319E24.2	805
RP23-319E24.1	448
RP23-195A18.4	331
Slit2	25433
4930518C09Rik	478
Gm20475	263
RP23-195A18.3	2597
RP23-219K16.2	1613
RP23-219K16.1	2574
Mir218-1	110
RP23-79E5.4	1754
RP23-79E5.5	1399
Pacrgl	9317
Kcnip4	3627
RP23-14C20.2	2598
Gm20700	2206
RP24-174D16.1	2485
Gm19031	1365
RP24-170C14.2	3802
RP23-309G12.4	1067
RP23-309G12.3	2270
RP23-309G12.2	1284
RP23-79E5.7	2409
RP23-309G12.1	2916
Gm10025	372
Gm10048	3787
RP23-187D22.9	1949
RP23-187D22.8	1308
RP23-187D22.7	828
RP23-187D22.6	2544
RP23-187D22.5	1295
RP23-187D22.4	1332
RP23-187D22.10	2451
RP23-187D22.11	3460
RP23-187D22.3	632
RP23-187D22.1	2897
RP23-140B23.2	1659
RP23-140B23.1	4155
RP23-394G5.2	388
RP23-394G5.1	2486
RP24-158C2.3	3041
Gm19932	313
RP24-158C2.4	1767
RP24-253A20.1	3113
Gm5555	1111
RP24-79O7.3	2297
RP24-79O7.1	1150
Adgra3	8113
RP24-315J23.1	2567
RP24-315J23.2	736
RP24-478I4.1	1323
Mir8117	107
Gm22618	107
RP23-21O1.1	2092
RP23-21O1.3	742
RP23-21O1.2	3150
RP23-125B15.1	2977
RP24-363A3.1	2443
RP24-312A3.1	565
RP24-441G10.1	481
AC119939.1	87
Ppargc1a	6592
RP23-385G21.4	1554
RP23-385G21.3	1820
RP23-385G21.2	1931
RP23-385G21.1	3426
RP24-296L6.1	3556
RP24-296L6.2	4184
RP24-296L6.3	1229
RP24-296L6.4	3810
RP24-299M10.1	2445
RP24-299M10.2	1107
Mir6417	116
RP24-309H3.1	2989
Dhx15	8496
RP24-309H3.3	1386
9230114K14Rik	2762
RP24-309H3.5	2072
RP24-309H3.6	2886
RP24-237I4.4	275
Gm25601	105
Sod3	3738
Ccdc149	3295
RP24-237I4.3	1676
Lgi2	6528
RP23-181F22.4	706
